报告日,经营活动产生的现金流量,销售商品、提供劳务收到的现金,客户存款和同业存放款项净增加额,向中央银行借款净增加额,向其他金融机构拆入资金净增加额,收到原保险合同保费取得的现金,收到再保险业务现金净额,保户储金及投资款净增加额,处置交易性金融资产净增加额,收取利息、手续费及佣金的现金,拆入资金净增加额,回购业务资金净增加额,收到的税费返还,收到的其他与经营活动有关的现金,经营活动现金流入小计,购买商品、接受劳务支付的现金,客户贷款及垫款净增加额,存放中央银行和同业款项净增加额,支付原保险合同赔付款项的现金,支付利息、手续费及佣金的现金,支付保单红利的现金,支付给职工以及为职工支付的现金,支付的各项税费,支付的其他与经营活动有关的现金,经营活动现金流出小计,经营活动产生的现金流量净额,投资活动产生的现金流量,收回投资所收到的现金,取得投资收益收到的现金,处置固定资产、无形资产和其他长期资产所收回的现金净额,处置子公司及其他营业单位收到的现金净额,收到的其他与投资活动有关的现金,减少质押和定期存款所收到的现金,处置可供出售金融资产净增加额,投资活动现金流入小计,购建固定资产、无形资产和其他长期资产所支付的现金,投资所支付的现金,质押贷款净增加额,取得子公司及其他营业单位支付的现金净额,增加质押和定期存款所支付的现金,支付的其他与投资活动有关的现金,投资活动现金流出小计,投资活动产生的现金流量净额,筹资活动产生的现金流量,吸收投资收到的现金,子公司吸收少数股东投资收到的现金,取得借款收到的现金,发行债券收到的现金,收到其他与筹资活动有关的现金,筹资活动现金流入小计,偿还债务支付的现金,分配股利、利润或偿付利息所支付的现金,子公司支付给少数股东的股利、利润,支付其他与筹资活动有关的现金,筹资活动现金流出小计,筹资活动产生的现金流量净额,汇率变动对现金及现金等价物的影响,现金及现金等价物净增加额,期初现金及现金等价物余额,现金的期末余额,现金的期初余额,现金等价物的期末余额,现金等价物的期初余额,期末现金及现金等价物余额,数据源,是否审计,公告日期,币种,类型,更新日期
20050630,,2076306245.1,,,,,,,,,,,528725.1,15031118.34,2091866088.54,375489465.93,,,,,,127127345.04,887310376.69,265334389.59,1655261577.25,436604511.29,,,,,,,,,,242680051.99,,,,,,242680051.99,-242680051.99,,,,,,,,,27037107.96,,,27037107.96,-27037107.96,,166887351.34,2898327418.85,3065214770.19,2898327418.85,,,3065214770.19,定期报告,未审计,20050817,CNY,合并期末,2020-03-13T14:58:48
20050331,,1260553705.14,,,,,,,,,,,455943.93,8576634.93,1269586284.0,142994882.35,,,,,,87945173.94,532790492.8,263574681.81,1027305230.9,242281053.1,,,,,,,,,,101989194.91,,,,,,101989194.91,-101989194.91,,,,,,,,,13693935.66,,,13693935.66,-13693935.66,,126597922.53,2898327418.85,3024925341.38,2898327418.85,,,3024925341.38,定期报告,未审计,20050423,CNY,合并期末,2020-03-13T14:58:48
20041231,,3646470061.61,,,,,,,,,,,123262072.51,47576179.27,3817308313.39,864365999.46,,,,,,159838716.74,1298348904.97,518970212.02,2841523833.19,975784480.2,,,,,,,,,,355190020.75,,,,,,355190020.75,-355190020.75,,,,,,,,,62314427.45,,,62314427.45,-62314427.45,,558280032.0,2340047386.85,2898327418.85,2340047386.85,,,2898327418.85,定期报告,是,20050423,CNY,合并期末,2020-03-13T14:58:48
20040930,,2471054635.85,,,,,,,,,,,,24243813.72,2495298449.57,572967651.7,,,,,,121521637.47,1088327949.67,339806043.23,2122623282.07,372675167.5,,,,,,,,,,228190946.83,,,,,,228190946.83,-228190946.83,,,,,,,,,65242641.06,,,65242641.06,-65242641.06,,79241579.61,2340047386.85,2419288966.46,2340047386.85,,,2419288966.46,定期报告,未审计,20041020,CNY,合并期末,2020-03-13T14:58:48
20040630,,1459948868.5,,,,,,,,,,,347141.04,13482072.14,1473778081.68,345839931.79,,,,,,100417771.72,803325280.52,262179631.78,1511762615.81,-37984534.13,,,,,,,,,,138326737.52,,,,,,138326737.52,-138326737.52,,,,,,,,,-9054041.39,,,-9054041.39,9054041.39,,-167257230.26,2340047386.85,2172790156.59,2340047386.85,,,2172790156.59,定期报告,未审计,20040728,CNY,合并期末,2020-03-13T14:58:48
20040331,,825380774.66,,,,,,,,,,,,7883619.9,833264394.56,258467411.8,,,,,,32225261.68,574275212.45,149679880.5,1014647766.43,-181383371.87,,,,,,,,,,73503913.55,,,,,,73503913.55,-73503913.55,,,,,,,,,-5959082.68,,,-5959082.68,5959082.68,,-248928202.74,2340258782.85,2091330580.11,2340258782.85,,,2091330580.11,定期报告,未审计,20040429,CNY,合并期末,2020-03-13T14:58:48
20031231,,3057788375.35,,,,,,,,,,,81417405.4,44909156.74,3184114937.49,638529865.4,,,,,,205782831.25,985931576.96,412164421.8,2242408695.41,941706242.08,,,,,,,,,,334880557.62,,,,,,334880557.62,-334880557.62,,,,,,300000.0,300000.0,,47385988.25,,,47385988.25,-47085988.25,,559739696.21,1780307690.64,2340045386.85,1780307690.64,,,2340045386.85,定期报告,是,20040326,CNY,合并期末,2020-03-13T14:58:48
20030930,,2080861242.06,,,,,,,,,,,601388.0,30213826.34,2111676456.4,412688201.74,,,,,,116178529.7,878669971.22,264761095.2,1672297797.86,439378658.54,,,,,,,,,,299863886.41,,,,,,299863886.41,-299863886.41,,,,,,,,,51029499.06,,,51029499.06,-51029499.06,,88485273.07,1780307690.64,1868792963.71,1780307690.64,,,1868792963.71,定期报告,未审计,20031030,CNY,合并期末,2020-03-13T14:58:48
20030630,,1153018889.14,,,,,,,,,,,,8787961.44,1161806850.58,312930923.05,,,,,,76906046.65,652486510.1,153449308.06,1195772787.86,-33965937.28,,,,,,,,,,201234233.88,,,,,,201234233.88,-201234233.88,,,,,,,,,8858203.84,,,8858203.84,-8858203.84,,-244058375.0,1780307690.64,1536249315.64,1780307690.64,,,1536249315.64,定期报告,未审计,20030730,CNY,合并期末,2020-03-13T14:58:48
20030331,,627432958.79,,,,,,,,,,,,1706571.35,629139530.14,88592882.36,,,,,,43095006.03,395885115.44,92454339.64,620027343.47,9112186.67,,,,,,,,,,106650497.18,,,,,,106650497.18,-106650497.18,,,,,,,,,-2188358.43,,,-2188358.43,2188358.43,,-95349952.08,1780307690.64,1684957738.56,1780307690.64,,,1684957738.56,定期报告,未审计,20030425,CNY,合并期末,2020-03-13T14:58:48
20021231,,2288635492.04,,,,,,,,,,,7215268.89,32433164.17,2328283925.1,623577741.02,,,,,,106684520.62,753570901.89,409868382.91,1893701546.44,434582378.66,,,,,,,,,,467451921.25,4000000.0,,,,,471451921.25,-471451921.25,,,,,,,,,139259336.87,,,139259336.87,-139259336.87,,-176128879.46,1956436570.1,1780307690.64,1956436570.1,,,1780307690.64,定期报告,是,20030326,CNY,合并期末,2020-03-13T14:58:48
20020630,,1020056872.8,,,,,,,,,,,,11238690.5,1031295563.3,382532138.76,,,,,,64881700.94,582829118.52,181173450.13,1211416408.35,-180120845.05,,,,,,,,,,260755471.34,4000000.0,,,,,264755471.34,-264755471.34,,,,,,,,,-2240036.12,,,-2240036.12,2240036.12,,-442636280.27,1956436570.1,1513800289.83,1956436570.1,,,1513800289.83,其他,未审计,20020814,CNY,合并期末,2020-03-13T14:58:48
20011231,,1800399443.09,,,,,,,,,,,1846053.69,44381149.12,1846626645.9,594708128.39,,,,,,93314750.84,702151217.79,414169511.53,1804343608.55,42283037.35,,,,,,,,,,331691548.18,,,,,,331691548.18,-331691548.18,,2016922206.52,,,,,2016922206.52,129000000.0,103060709.05,,,232060709.05,1784861497.47,,1495452986.64,460983583.46,1956436570.1,460983583.46,,,1956436570.1,其他,是,20020417,CNY,合并期末,2020-03-13T14:58:48
20010630,,,,,,,,,,,,,,,,,,,,,,,,86280877.69,86280877.69,-86280877.69,,,,,,,,,,,,,,,1203369.21,1203369.21,-1203369.21,,,,,,,,,,,37060123.06,37060123.06,-37060123.06,,-124544369.96,,,,,,,其他,是,20010822,CNY,合并期末,2020-03-13T14:58:48
20001231,,1322877029.52,,,,,,,,,,,4926551.74,2896894.07,1330700475.33,299675876.2,,,,,,55344800.61,371680848.35,160874304.49,887575829.65,443124645.68,,,,,,,,,,33823984.46,,,,,,33823984.46,-33823984.46,,500000.0,,129000000.0,,,129500000.0,174460000.0,101747692.88,,,276207692.88,-146707692.88,,262592968.34,198390615.12,460983583.46,198390615.12,,,460983583.46,其他,是,20010726,CNY,合并期末,2020-03-13T14:58:48
